run,phase,batch_size,z_dim,num_particles,lr,d_lr_mult,loss_type,gan_mode,reg_arm,reg_coeff,reg_every,reg_method,lr_anneal_start,lr_floor,beta1,epochs,steps_per_epoch,lambda_ep,ema_decay,fourier,log_interval,snapshot_interval,seed,prior_kind,sigma_rel,standardize,particle_lr_multiplier,particle_beta1,mog_metrics,reg_fd_eps,reg_sync_stats,fused_adam,final_samples,save_checkpoint,out_dir,modes,hq,bridge,kl_balance,share_min,share_max,width,width_audited_modes,modes_real,hq_real,bridge_real,kl_balance_real,share_min_real,share_max_real,width_real,width_audited_modes_real,modes_ratio,hq_ratio,bridge_ratio,width_ratio,kl_balance_ratio,share_min_ratio,share_max_ratio,d_med,r_eff,k_nbrs,raw_std,sigma,d0,bridge_heuristic,raw_std_ratio,r_eff_drift_flag,raw_std_drift_flag,purity_mean,purity_below_09,components_no_hq,components_unsampled,alloc_empty,bridge_i_mean,deterministic_modes,deterministic_hq,deterministic_bridge,deterministic_kl_balance,deterministic_share_min,deterministic_share_max,deterministic_width,deterministic_width_audited_modes,passed,t_cover,d_gap,raw_std_live,raw_std_live_ratio,steps,git_sha,total_seconds,train_seconds,passed_strict,passed_baseline,passed_c0_mean,width_error,failed_metrics,quality_dominates_c0_s1,pareto_quality,matched_atoms,mog_pass_criteria,delta_hq_vs_atoms,delta_width_error_vs_atoms,delta_kl_vs_atoms
n1600_r0_shipped_std1_7k_s1,component_scale,256,4,1600,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.0,True,1.0,0.0,True,0.05,True,False,200000,True,results/mog/component_scale/n1600_r0_shipped_std1_7k_s1,100,0.9889350000000001,0.011065,0.056812692943336164,0.3706006967090861,2.100239146152174,0.7337600194757721,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,1.000091015275397,0.9919318691169877,0.7331561232177553,215.4683916532613,0.39278311461660903,2.0007812894767305,0.3822637300420485,0.0,4.55,1.0784764289855957,0.0,0.3758198618888855,0.0,1.0657691833754956,False,False,0.9999999999999999,0,17,0,0,0.010625,89,0.989375,0.010625,0.056188742259351714,0.3790271636133923,2.0846493998736575,,0,False,1700,0.10242972522974014,1.0782727003097534,1.0655678551511163,7000,a0ec34921c9dd3ebc5b789f60be8681900080f3e,76.19301616499433,62.50773924708483,False,False,False,0.26684387678224475,"width,balance",False,False,,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",,,
n6400_r0_shipped_std1_7k_s1,component_scale,256,4,6400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.0,True,1.0,0.0,True,0.05,True,False,200000,True,results/mog/component_scale/n6400_r0_shipped_std1_7k_s1,100,0.9884600000000001,0.011540000000000002,0.0381625053220767,0.4077049147158206,1.9469680108451533,0.8123121017804659,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.9996106568774682,1.0345136709995517,0.8116435558995422,144.73550217744756,0.43210821692622253,1.854768384088801,0.21878587669973898,0.0,2.148125,1.0908410549163818,0.0,0.2670202851295471,0.0,1.0871627505794828,False,False,1.0,0,76,0,0,0.011875,100,0.988125,0.011875,0.038373822895790756,0.41113219481340924,1.9449715370018976,0.8356945941741909,77,False,2400,0.06629078090190887,1.0906528234481812,1.086975153825774,7000,a0ec34921c9dd3ebc5b789f60be8681900080f3e,76.91455468599452,61.794336041930364,False,False,False,0.18835644410045782,balance,False,False,,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",,,
n1600_r0_fast_7k_s1,component_scale,256,4,1600,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.0,True,10.0,0.5,True,0.05,True,False,200000,True,results/mog/component_scale/n1600_r0_fast_7k_s1,100,0.98787,0.01213,0.08115126722358104,0.05972445767155598,2.0351868160790385,0.6140266168528794,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.9990140011831985,1.087404751232631,0.6135212631045175,307.7751136832881,0.06329928332929236,1.9388095444563358,0.11580304690980431,0.0,2.02625,1.3899296522140503,0.0,0.3758198618888855,0.0,1.3735526809639158,False,False,1.0,0,19,0,0,0.011875,84,0.988125,0.011875,0.08046880344131639,0.06325110689437065,2.0240354206198607,,0,False,,0.10731017589569092,1.3836396932601929,1.3673368340176608,7000,a0ec34921c9dd3ebc5b789f60be8681900080f3e,75.6235084279906,62.048893751285505,False,False,False,0.3864787368954825,"width,balance",False,False,,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",,,
n20000_r1over40_shipped_std1_7k_s1,component_scale,256,4,20000,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.025,True,1.0,0.0,True,0.05,True,False,200000,True,results/mog/component_scale/n20000_r1over40_shipped_std1_7k_s1,100,0.9865250000000001,0.013475,0.05203094628682373,0.40799776995007725,1.996401510351993,0.8728005114733176,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.9976538284564315,1.2079784849843118,0.8720821826616028,197.3330911069607,0.432418601099983,1.9018609359383587,0.1199148905189797,0.04148638309290283,2.3523,1.0980159044265747,0.0049748350866138935,0.19899339973926544,2.2224788262830035e-33,1.0959374583929093,True,False,1.0,0,149,1,0,0.013435978502670302,,,,,,,,,False,5600,0.09058944880962372,1.0979102849960327,1.0958320388905156,7000,a0ec34921c9dd3ebc5b789f60be8681900080f3e,81.72779778001131,63.64870784097002,False,False,False,0.12791781733839724,"HQ,balance",False,False,n20000_r0_shipped_std1_7k_s1,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",-0.003564764953051358,0.019215883428120084,0.0019521727674842032
n1600_r1over40_shipped_std1_7k_s1,component_scale,256,4,1600,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.025,True,1.0,0.0,True,0.05,True,False,200000,True,results/mog/component_scale/n1600_r1over40_shipped_std1_7k_s1,100,0.98643,0.01357,0.05421252786463851,0.3254158936771996,1.9697292255912737,0.9185760823431924,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.9975577567768457,1.2164948453608246,0.9178200795028808,205.60697937874116,0.34489376139681716,1.8764517303273631,0.37815976656297906,0.02484531076678257,4.2625,1.0783965587615967,0.009395496919751167,0.3758198618888855,9.592602039419301e-90,1.065690254229601,False,False,1.0,0,1,0,0,0.01360596744160117,,,,,,,,,False,1900,0.11760921776294708,1.0781532526016235,1.0654498148463603,7000,a0ec34921c9dd3ebc5b789f60be8681900080f3e,76.1087794439809,62.202235531935,False,False,False,0.0821799204971192,"HQ,balance",False,False,n1600_r0_shipped_std1_7k_s1,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",-0.0025332584985513495,-0.18466395628512555,-0.002600165078697654
n6400_r1over40_shipped_std1_7k_s1,component_scale,256,4,6400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.025,True,1.0,0.0,True,0.05,True,False,200000,True,results/mog/component_scale/n6400_r1over40_shipped_std1_7k_s1,100,0.9856450000000001,0.014355000000000001,0.04663644026228571,0.48445434208056654,1.8591886531154727,0.8940515167505338,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.9967639013192159,1.2868668758404302,0.8933156980208276,176.8738332078441,0.5134515047102441,1.7711458609729955,0.21573974092661508,0.030942409492862775,2.105,1.0919286012649536,0.00667550740763545,0.2670202851295471,1.0320628116806569e-58,1.0882466297334321,False,False,1.0,0,20,0,0,0.014311419847170747,,,,,,,,,False,2400,0.04294464364647865,1.091684341430664,1.0880031935406838,7000,a0ec34921c9dd3ebc5b789f60be8681900080f3e,78.13884507500916,63.13765563501511,False,False,False,0.10668430197917245,"HQ,balance",False,False,n6400_r0_shipped_std1_7k_s1,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",-0.002846755558252312,-0.08167214212128537,0.00847393494020901
n400_r1over40_14k_s1,reference,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,14,1000,1.0,0.995,2,100,1000000,1,mog,0.025,True,10.0,0.5,True,0.05,True,False,200000,True,results/mog/refine_noise/n400_r1over40_14k_s1,100,0.9836250000000001,0.016375,0.0357590492030765,0.47223281230143604,1.7506671749904688,0.9317671051979188,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.9947211140269708,1.4679515912147019,0.931000245934349,135.62013028534813,0.500498451532919,1.6677634707644027,0.4808827935443313,0.027332088449107922,4.545,3.9782326221466064,0.013143531046807766,0.5257412195205688,2.118074940142174e-74,3.853226799064746,False,True,1.0,0,1,0,0,0.016419500956433023,,,,,,,,,False,3400,0.09745733439922333,3.978153944015503,3.8531505931934302,14000,d5e6a40f28d129ed967c6aaea89663ce8115ce58,145.03075079599512,121.03485897526843,False,False,False,0.06899975406565095,HQ,False,False,,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",,,
n400_r0_s1,reference,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.0,True,10.0,0.5,True,0.05,True,False,200000,True,results/mog/noise_check/n400_r0_s1,100,0.982635,0.017365000000000002,0.032223360632621094,0.2635770148630977,1.5519496048888957,0.363899290962782,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.9937199459976032,1.556701030927835,0.36359979601310566,122.21064219044867,0.27935349760160755,1.4784562688307898,0.491689408348313,0.0,4.135,3.3472955226898193,0.0,0.5257412195205688,0.0,3.242115290246226,False,True,1.0,0,7,0,0,0.0175,0,0.9825,0.0175,0.032227980015796395,0.2544529262086514,1.5267175572519083,,0,False,3800,0.026495516300201416,3.347360849380493,3.2421785642121064,7000,8a03ae021b837c5ff1d2aa9ed36695352be20895,75.13562967799953,61.68817274473258,False,False,False,0.6364002039868943,"HQ,width",False,False,,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",,,
n400_r0p03125_14k_s1,reference,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,14,1000,1.0,0.995,2,100,1000000,1,mog,0.03125,True,10.0,0.5,True,0.05,True,False,200000,True,results/mog/longer/n400_r0p03125_14k_s1,100,0.97306,0.026940000000000002,0.039501655930037724,0.4799292952130393,2.035845682691715,1.0368443294760985,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.9840369319761944,2.4150605109816223,1.0359909899725863,149.8143782653429,0.5086556097802121,1.9394372101168484,0.38690732464822153,0.04246343261905289,2.24,3.9714791774749756,0.016429413110017776,0.5257412195205688,5.893291770745765e-32,3.8466855641832405,False,True,1.0,0,0,0,0,0.02703785579392391,,,,,,,,,False,3300,0.08480682969093323,3.9716694355010986,3.8468698438356954,14000,d02489e0929386cbd4900527417db2bd6edba493,144.6668087010039,120.13221048697596,False,False,False,0.03599098997258632,"HQ,balance",False,True,,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",,,
n20000_r1over16_shipped_std0_7k_s1,component_scale,256,4,20000,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.0625,False,1.0,0.0,True,0.05,True,False,200000,True,results/mog/component_scale/n20000_r1over16_shipped_std0_7k_s1,100,0.9643200000000001,0.03568,0.04094169164660969,0.49931557989049274,1.728160776505724,1.069491797237793,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.9751983374543027,3.1985656656207975,1.0686115883449823,155.2758722325886,0.5292022664488899,1.64632287383796,0.1339667528712156,0.09290345475250555,1.9312,1.098059892654419,0.012445974163711071,0.19913558661937714,7.115597108110628e-08,1.0959813633549673,False,False,1.0,0,177,1,0,0.03594420879310625,,,,,,,,,False,6100,0.06916099786758423,1.0980066061019897,1.0959281776692225,7000,a0ec34921c9dd3ebc5b789f60be8681900080f3e,79.1300975070044,60.90466762610595,False,False,False,0.06861158834498227,"HQ,balance",False,False,C0_s1,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",-0.026075876401256082,-0.1404725511963869,0.003437551393978673
n400_r1over32_s1,reference,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.03125,True,10.0,0.5,True,0.05,True,False,200000,True,results/mog/noise_check/n400_r1over32_s1,100,0.9609350000000001,0.039065,0.05011487114547388,0.2492364207776801,2.043322389131419,1.1189088683941182,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.9717751518185358,3.5020170327207527,1.1179879884596027,190.0661652211341,0.2641545428766399,1.946559853449574,0.4742169568372831,0.034645351401162906,4.275,3.2953455448150635,0.016429413110017776,0.5257412195205688,6.962624048718065e-47,3.1917977080506885,False,True,1.0,0,0,0,0,0.03914153734669682,,,,,,,,,False,3300,0.0851137638092041,3.295808792114258,3.192246398983922,7000,8a03ae021b837c5ff1d2aa9ed36695352be20895,67.2339590699994,58.62246927720844,False,False,False,0.11798798845960268,"HQ,balance",False,False,n400_r0_s1,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",-0.021944794179067362,-0.5184122155272917,0.017891510512852787
n1600_r1over16_fast_7k_s1,component_scale,256,4,1600,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.0625,True,10.0,0.5,True,0.05,True,False,200000,True,results/mog/component_scale/n1600_r1over16_fast_7k_s1,100,0.9213500000000001,0.07865000000000001,0.052515691773470596,0.2387800510121018,1.6616920822705814,1.2874663456004307,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.9317435998563982,7.050649932765576,1.2864067401602404,199.17154172350075,0.25307230390467506,1.5830018372763515,0.0859970446156696,0.27313428587027794,2.9325,1.3795804977416992,0.023488741368055344,0.3758198618888855,0.09847344206482017,1.3633254663357768,True,False,1.0,0,1,0,0,0.07852712732774704,,,,,,,,,False,6100,0.06860190629959106,1.374674677848816,1.3584774497074086,7000,a0ec34921c9dd3ebc5b789f60be8681900080f3e,77.80508319201181,63.97024756405153,False,False,False,0.28640674016024037,"HQ,width,balance",False,False,n1600_r0_fast_7k_s1,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",-0.06727040132680029,-0.10007199673524214,-0.028635575450110445
n6400_r1over16_fast_7k_s1,component_scale,256,4,6400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.0625,True,10.0,0.5,True,0.05,True,False,200000,True,results/mog/component_scale/n6400_r1over16_fast_7k_s1,100,0.90068,0.09932,0.17692714217789418,0.09659368477150597,2.8489585646400495,1.2884169422185305,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.910840424940208,8.903630658897354,1.2873565544220857,671.0156619912574,0.10237532927961394,2.71404473203419,0.13358775855736182,0.12492737359187468,2.5071875,1.497186541557312,0.016688767820596695,0.2670202851295471,7.86291023863196e-05,1.4921380445978907,True,False,1.0,0,18,0,0,0.09909967821919015,,,,,,,,,False,7000,0.09703096747398376,1.4909515380859375,1.4859240654913455,7000,a0ec34921c9dd3ebc5b789f60be8681900080f3e,79.17519127301057,64.30950572897564,False,False,False,0.28735655442208574,"HQ,width,balance",False,False,n6400_r0_fast_7k_s1,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",-0.09084335765463747,-0.018238105762402812,0.06337320872479878
n20000_r0_fast_7k_s1,component_scale,256,4,20000,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.0,True,10.0,0.5,True,0.05,True,False,200000,True,results/mog/component_scale/n20000_r0_fast_7k_s1,98,0.6013850000000001,0.39861500000000005,0.08469540749660692,0.0,1.8158085086924352,2.005705592142963,99,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,0.98,0.6081691266073045,35.7341999103541,2.004054864289674,321.2166557905085,0.0,1.7298200046030547,0.17616678309069755,0.0,4.6814,2.221738576889038,0.0,0.19899339973926544,0.0,2.217533024205912,False,True,1.0,0,7990,1,2,0.3994699734986749,97,0.6005,0.3995,0.08412425781067721,0.0,1.8401332223147377,2.015359513554549,99,False,,0.09038081765174866,2.2152130603790283,2.2110198599158046,7000,a0ec34921c9dd3ebc5b789f60be8681900080f3e,82.83104359000572,63.11981470507453,False,False,False,1.004054864289674,"coverage,HQ,width,balance",False,False,,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",,,
n20000_r1over40_fast_7k_s1,component_scale,256,4,20000,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.025,True,10.0,0.5,True,0.05,True,False,200000,True,results/mog/component_scale/n20000_r1over40_fast_7k_s1,100,0.57072,0.42928000000000005,0.12431372128756252,0.112139052425007,1.9002312867956266,2.8108473795201627,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.5771581997178526,38.48319139399372,2.8085340070696425,471.4734718345139,0.11885116966260026,1.81024490056977,0.1727740941725905,0.028793871618532956,4.2906,2.2338359355926514,0.0049748350866138935,0.19899339973926544,3.269730367448949e-67,2.2296074836900206,False,True,1.0,0,7077,1,0,0.42946674560672043,,,,,,,,,False,,0.10069864988327026,2.2275655269622803,2.2233489443831216,7000,a0ec34921c9dd3ebc5b789f60be8681900080f3e,74.87444736302132,59.87231825478375,False,False,False,1.8085340070696425,"HQ,width,balance",False,False,n20000_r0_fast_7k_s1,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",-0.03101092688945184,0.8044791427799685,0.039618313790955595
n20000_r1over16_fast_7k_s1,component_scale,256,4,20000,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.0625,True,10.0,0.5,True,0.05,True,False,200000,True,results/mog/component_scale/n20000_r1over16_fast_7k_s1,100,0.5047050000000001,0.49529500000000004,0.0784524022103087,0.231818587095432,1.9338029145738602,2.644141923354987,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.5103984952141135,44.4011653966831,2.641965752167137,297.5393710424834,0.24569415943878076,1.842226727419835,0.1756063979290181,0.07082365808067703,4.4564,2.308650255203247,0.01243708748370409,0.19899339973926544,3.715679757943595e-12,2.3042801864759155,False,True,0.9999999999999999,0,4610,1,0,0.4948891998284695,,,,,,,,,False,,0.0748518705368042,2.30232572555542,2.2979676285978123,7000,a0ec34921c9dd3ebc5b789f60be8681900080f3e,82.54742938000709,63.12177306986996,False,False,False,1.641965752167137,"HQ,width,balance",False,False,n20000_r0_fast_7k_s1,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",-0.09777063139319098,0.6379108878774629,-0.006243005286298217
